25.11.2022
11:33

U	U_rueck	I
mV	V	A

-100	-1.000000E-01	-2.996668E-05
-95	-9.500000E-02	-2.846988E-05
-90	-9.000000E-02	-2.697296E-05
-85	-8.500000E-02	-2.547697E-05
-80	-8.000000E-02	-2.398149E-05
-75	-7.500000E-02	-2.248576E-05
-70	-7.000000E-02	-2.098952E-05
-65	-6.500000E-02	-1.949271E-05
-60	-6.000000E-02	-1.799570E-05
-55	-5.500000E-02	-1.649912E-05
-50	-5.000000E-02	-1.500269E-05
-45	-4.500000E-02	-1.350540E-05
-40	-4.000000E-02	-1.201017E-05
-35	-3.500000E-02	-1.051400E-05
-30	-3.000000E-02	-9.024973E-06
-25	-2.500000E-02	-7.526296E-06
-20	-2.000000E-02	-6.029726E-06
-15	-1.500000E-02	-4.530796E-06
-10	-1.000000E-02	-3.032642E-06
-5	-5.000000E-03	-1.533876E-06
0	+0.000000E+00	-3.794255E-08
5	+5.000000E-03	+1.488103E-06
10	+1.000000E-02	+2.985809E-06
15	+1.500000E-02	+4.482496E-06
20	+2.000000E-02	+5.980637E-06
25	+2.500000E-02	+7.478586E-06
30	+3.000000E-02	+8.976718E-06
35	+3.500000E-02	+1.046462E-05
40	+4.000000E-02	+1.196185E-05
45	+4.500000E-02	+1.345881E-05
50	+5.000000E-02	+1.495511E-05
55	+5.500000E-02	+1.645188E-05
60	+6.000000E-02	+1.794837E-05
65	+6.500000E-02	+1.944513E-05
70	+7.000000E-02	+2.094072E-05
75	+7.500000E-02	+2.243663E-05
80	+8.000000E-02	+2.393288E-05
85	+8.500000E-02	+2.543057E-05
90	+9.000000E-02	+2.692625E-05
95	+9.500000E-02	+2.842272E-05
100	+1.000000E-01	+2.991824E-05
