25.11.2022
11:35

U	U_rueck	I
mV	V	A

-100	-1.000000E-01	-2.997517E-05
-95	-9.500000E-02	-2.847794E-05
-90	-9.000000E-02	-2.698051E-05
-85	-8.500000E-02	-2.548451E-05
-80	-8.000000E-02	-2.398854E-05
-75	-7.500000E-02	-2.249142E-05
-70	-7.000000E-02	-2.099446E-05
-65	-6.500000E-02	-1.949862E-05
-60	-6.000000E-02	-1.800004E-05
-55	-5.500000E-02	-1.650294E-05
-50	-5.000000E-02	-1.500698E-05
-45	-4.500000E-02	-1.350997E-05
-40	-4.000000E-02	-1.201359E-05
-35	-3.500000E-02	-1.051718E-05
-30	-3.000000E-02	-9.028248E-06
-25	-2.500000E-02	-7.529927E-06
-20	-2.000000E-02	-6.031580E-06
-15	-1.500000E-02	-4.532648E-06
-10	-1.000000E-02	-3.033210E-06
-5	-5.000000E-03	-1.534580E-06
0	+0.000000E+00	-3.876935E-08
5	+5.000000E-03	+1.487462E-06
10	+1.000000E-02	+2.985920E-06
15	+1.500000E-02	+4.483411E-06
20	+2.000000E-02	+5.981830E-06
25	+2.500000E-02	+7.479362E-06
30	+3.000000E-02	+8.978703E-06
35	+3.500000E-02	+1.046669E-05
40	+4.000000E-02	+1.196481E-05
45	+4.500000E-02	+1.346094E-05
50	+5.000000E-02	+1.495847E-05
55	+5.500000E-02	+1.645564E-05
60	+6.000000E-02	+1.795191E-05
65	+6.500000E-02	+1.944908E-05
70	+7.000000E-02	+2.094538E-05
75	+7.500000E-02	+2.244226E-05
80	+8.000000E-02	+2.393851E-05
85	+8.500000E-02	+2.543601E-05
90	+9.000000E-02	+2.693319E-05
95	+9.500000E-02	+2.842880E-05
100	+1.000000E-01	+2.992521E-05
