25.11.2022
10:55

U	U_rueck	I
mV	V	A

-100	-1.000000E-01	-6.366137E-05
-95	-9.500000E-02	-6.048124E-05
-90	-9.000000E-02	-5.730125E-05
-85	-8.500000E-02	-5.412471E-05
-80	-8.000000E-02	-5.094598E-05
-75	-7.500000E-02	-4.776554E-05
-70	-7.000000E-02	-4.458759E-05
-65	-6.500000E-02	-4.140795E-05
-60	-6.000000E-02	-3.822788E-05
-55	-5.500000E-02	-3.505000E-05
-50	-5.000000E-02	-3.187129E-05
-45	-4.500000E-02	-2.869198E-05
-40	-4.000000E-02	-2.551430E-05
-35	-3.500000E-02	-2.233419E-05
-30	-3.000000E-02	-1.915557E-05
-25	-2.500000E-02	-1.597441E-05
-20	-2.000000E-02	-1.279752E-05
-15	-1.500000E-02	-9.636342E-06
-10	-1.000000E-02	-6.448731E-06
-5	-5.000000E-03	-3.262955E-06
0	+0.000000E+00	-8.227335E-08
5	+5.000000E-03	+3.162462E-06
10	+1.000000E-02	+6.341486E-06
15	+1.500000E-02	+9.522338E-06
20	+2.000000E-02	+1.269307E-05
25	+2.500000E-02	+1.587074E-05
30	+3.000000E-02	+1.905173E-05
35	+3.500000E-02	+2.222853E-05
40	+4.000000E-02	+2.540910E-05
45	+4.500000E-02	+2.858606E-05
50	+5.000000E-02	+3.176504E-05
55	+5.500000E-02	+3.494698E-05
60	+6.000000E-02	+3.812402E-05
65	+6.500000E-02	+4.130230E-05
70	+7.000000E-02	+4.448155E-05
75	+7.500000E-02	+4.765827E-05
80	+8.000000E-02	+5.083744E-05
85	+8.500000E-02	+5.401741E-05
90	+9.000000E-02	+5.719501E-05
95	+9.500000E-02	+6.037137E-05
100	+1.000000E-01	+6.354866E-05
