10.11.2022
10:26

U	U_rueck	I
mV	V	A

-100	-1.000000E-01	-6.249022E-05
-90	-9.000000E-02	-5.624822E-05
-80	-8.000000E-02	-5.001060E-05
-70	-7.000000E-02	-4.376923E-05
-60	-6.000000E-02	-3.752665E-05
-50	-5.000000E-02	-3.128724E-05
-40	-4.000000E-02	-2.504693E-05
-30	-3.000000E-02	-1.880722E-05
-20	-2.000000E-02	-1.256750E-05
-10	-1.000000E-02	-6.335517E-06
0	+0.000000E+00	-8.706641E-08
10	+1.000000E-02	+6.225025E-06
20	+2.000000E-02	+1.245384E-05
30	+3.000000E-02	+1.869675E-05
40	+4.000000E-02	+2.493507E-05
50	+5.000000E-02	+3.117566E-05
60	+6.000000E-02	+3.741744E-05
70	+7.000000E-02	+4.365700E-05
80	+8.000000E-02	+4.989411E-05
90	+9.000000E-02	+5.613752E-05
100	+1.000000E-01	+6.237450E-05
