25.11.2022
10:57

U	U_rueck	I
mV	V	A

-100	-1.000000E-01	-6.363192E-05
-95	-9.500000E-02	-6.045276E-05
-90	-9.000000E-02	-5.727324E-05
-85	-8.500000E-02	-5.409729E-05
-80	-8.000000E-02	-5.091965E-05
-75	-7.500000E-02	-4.774236E-05
-70	-7.000000E-02	-4.456607E-05
-65	-6.500000E-02	-4.138930E-05
-60	-6.000000E-02	-3.820847E-05
-55	-5.500000E-02	-3.503104E-05
-50	-5.000000E-02	-3.185292E-05
-45	-4.500000E-02	-2.867661E-05
-40	-4.000000E-02	-2.549996E-05
-35	-3.500000E-02	-2.232422E-05
-30	-3.000000E-02	-1.914357E-05
-25	-2.500000E-02	-1.596507E-05
-20	-2.000000E-02	-1.278995E-05
-15	-1.500000E-02	-9.630971E-06
-10	-1.000000E-02	-6.445885E-06
-5	-5.000000E-03	-3.260224E-06
0	+0.000000E+00	-8.270320E-08
5	+5.000000E-03	+3.160184E-06
10	+1.000000E-02	+6.339101E-06
15	+1.500000E-02	+9.519237E-06
20	+2.000000E-02	+1.268682E-05
25	+2.500000E-02	+1.586313E-05
30	+3.000000E-02	+1.904375E-05
35	+3.500000E-02	+2.221834E-05
40	+4.000000E-02	+2.539493E-05
45	+4.500000E-02	+2.857273E-05
50	+5.000000E-02	+3.175018E-05
55	+5.500000E-02	+3.492978E-05
60	+6.000000E-02	+3.810703E-05
65	+6.500000E-02	+4.128261E-05
70	+7.000000E-02	+4.446045E-05
75	+7.500000E-02	+4.763687E-05
80	+8.000000E-02	+5.081215E-05
85	+8.500000E-02	+5.399094E-05
90	+9.000000E-02	+5.716648E-05
95	+9.500000E-02	+6.034226E-05
100	+1.000000E-01	+6.351779E-05
