10.11.2022
10:26

U	U_rueck	I
mV	V	A

-100	-1.000000E-01	-6.248495E-05
-90	-9.000000E-02	-5.624460E-05
-80	-8.000000E-02	-5.000725E-05
-70	-7.000000E-02	-4.376785E-05
-60	-6.000000E-02	-3.752334E-05
-50	-5.000000E-02	-3.128565E-05
-40	-4.000000E-02	-2.504544E-05
-30	-3.000000E-02	-1.880416E-05
-20	-2.000000E-02	-1.256366E-05
-10	-1.000000E-02	-6.334434E-06
0	+0.000000E+00	-8.649859E-08
10	+1.000000E-02	+6.221941E-06
20	+2.000000E-02	+1.245117E-05
30	+3.000000E-02	+1.869287E-05
40	+4.000000E-02	+2.493348E-05
50	+5.000000E-02	+3.117283E-05
60	+6.000000E-02	+3.741415E-05
70	+7.000000E-02	+4.365131E-05
80	+8.000000E-02	+4.988738E-05
90	+9.000000E-02	+5.612850E-05
100	+1.000000E-01	+6.236640E-05
