25.11.2022
10:56

U	U_rueck	I
mV	V	A

-100	-1.000000E-01	-6.365374E-05
-95	-9.500000E-02	-6.047267E-05
-90	-9.000000E-02	-5.729579E-05
-85	-8.500000E-02	-5.411712E-05
-80	-8.000000E-02	-5.093896E-05
-75	-7.500000E-02	-4.775981E-05
-70	-7.000000E-02	-4.458216E-05
-65	-6.500000E-02	-4.140313E-05
-60	-6.000000E-02	-3.822360E-05
-55	-5.500000E-02	-3.504520E-05
-50	-5.000000E-02	-3.186595E-05
-45	-4.500000E-02	-2.868772E-05
-40	-4.000000E-02	-2.550940E-05
-35	-3.500000E-02	-2.233154E-05
-30	-3.000000E-02	-1.915187E-05
-25	-2.500000E-02	-1.597123E-05
-20	-2.000000E-02	-1.279478E-05
-15	-1.500000E-02	-9.633254E-06
-10	-1.000000E-02	-6.447478E-06
-5	-5.000000E-03	-3.260495E-06
0	+0.000000E+00	-8.391861E-08
5	+5.000000E-03	+3.163380E-06
10	+1.000000E-02	+6.341893E-06
15	+1.500000E-02	+9.522222E-06
20	+2.000000E-02	+1.269242E-05
25	+2.500000E-02	+1.587061E-05
30	+3.000000E-02	+1.905072E-05
35	+3.500000E-02	+2.222942E-05
40	+4.000000E-02	+2.540728E-05
45	+4.500000E-02	+2.858661E-05
50	+5.000000E-02	+3.176341E-05
55	+5.500000E-02	+3.494472E-05
60	+6.000000E-02	+3.812168E-05
65	+6.500000E-02	+4.129916E-05
70	+7.000000E-02	+4.447783E-05
75	+7.500000E-02	+4.765523E-05
80	+8.000000E-02	+5.083204E-05
85	+8.500000E-02	+5.401326E-05
90	+9.000000E-02	+5.719075E-05
95	+9.500000E-02	+6.036775E-05
100	+1.000000E-01	+6.354443E-05
