25.11.2022
11:20

U	U_rueck	I
mV	V	A

-100	-1.000000E-01	-3.590666E-05
-95	-9.500000E-02	-3.411228E-05
-90	-9.000000E-02	-3.231913E-05
-85	-8.500000E-02	-3.052699E-05
-80	-8.000000E-02	-2.873440E-05
-75	-7.500000E-02	-2.694231E-05
-70	-7.000000E-02	-2.514928E-05
-65	-6.500000E-02	-2.335588E-05
-60	-6.000000E-02	-2.156148E-05
-55	-5.500000E-02	-1.976869E-05
-50	-5.000000E-02	-1.797590E-05
-45	-4.500000E-02	-1.618320E-05
-40	-4.000000E-02	-1.438981E-05
-35	-3.500000E-02	-1.259765E-05
-30	-3.000000E-02	-1.080475E-05
-25	-2.500000E-02	-9.020838E-06
-20	-2.000000E-02	-7.226688E-06
-15	-1.500000E-02	-5.431368E-06
-10	-1.000000E-02	-3.635295E-06
-5	-5.000000E-03	-1.838679E-06
0	+0.000000E+00	-4.698328E-08
5	+5.000000E-03	+1.781760E-06
10	+1.000000E-02	+3.576436E-06
15	+1.500000E-02	+5.370923E-06
20	+2.000000E-02	+7.165891E-06
25	+2.500000E-02	+8.959471E-06
30	+3.000000E-02	+1.074451E-05
35	+3.500000E-02	+1.253817E-05
40	+4.000000E-02	+1.433111E-05
45	+4.500000E-02	+1.612397E-05
50	+5.000000E-02	+1.791696E-05
55	+5.500000E-02	+1.971000E-05
60	+6.000000E-02	+2.150285E-05
65	+6.500000E-02	+2.329586E-05
70	+7.000000E-02	+2.508877E-05
75	+7.500000E-02	+2.688067E-05
80	+8.000000E-02	+2.867368E-05
85	+8.500000E-02	+3.046701E-05
90	+9.000000E-02	+3.226063E-05
95	+9.500000E-02	+3.405233E-05
100	+1.000000E-01	+3.584438E-05
