25.11.2022
11:23

U	U_rueck	I
mV	V	A

-100	-1.000000E-01	-3.592073E-05
-95	-9.500000E-02	-3.412683E-05
-90	-9.000000E-02	-3.233383E-05
-85	-8.500000E-02	-3.054064E-05
-80	-8.000000E-02	-2.874644E-05
-75	-7.500000E-02	-2.695306E-05
-70	-7.000000E-02	-2.515968E-05
-65	-6.500000E-02	-2.336558E-05
-60	-6.000000E-02	-2.156968E-05
-55	-5.500000E-02	-1.977710E-05
-50	-5.000000E-02	-1.798365E-05
-45	-4.500000E-02	-1.618941E-05
-40	-4.000000E-02	-1.439588E-05
-35	-3.500000E-02	-1.260323E-05
-30	-3.000000E-02	-1.080899E-05
-25	-2.500000E-02	-9.024511E-06
-20	-2.000000E-02	-7.229979E-06
-15	-1.500000E-02	-5.433506E-06
-10	-1.000000E-02	-3.637229E-06
-5	-5.000000E-03	-1.840591E-06
0	+0.000000E+00	-4.751266E-08
5	+5.000000E-03	+1.781930E-06
10	+1.000000E-02	+3.577828E-06
15	+1.500000E-02	+5.372598E-06
20	+2.000000E-02	+7.168220E-06
25	+2.500000E-02	+8.963182E-06
30	+3.000000E-02	+1.074893E-05
35	+3.500000E-02	+1.254340E-05
40	+4.000000E-02	+1.433709E-05
45	+4.500000E-02	+1.613063E-05
50	+5.000000E-02	+1.792377E-05
55	+5.500000E-02	+1.971795E-05
60	+6.000000E-02	+2.151093E-05
65	+6.500000E-02	+2.330482E-05
70	+7.000000E-02	+2.509821E-05
75	+7.500000E-02	+2.689215E-05
80	+8.000000E-02	+2.868548E-05
85	+8.500000E-02	+3.047998E-05
90	+9.000000E-02	+3.227348E-05
95	+9.500000E-02	+3.406670E-05
100	+1.000000E-01	+3.585906E-05
