10.11.2022
10:17

U	U_rueck	I
mV	V	A

-100	-1.000000E-01	-3.505295E-05
-90	-9.000000E-02	-3.155218E-05
-80	-8.000000E-02	-2.805255E-05
-70	-7.000000E-02	-2.455234E-05
-60	-6.000000E-02	-2.105027E-05
-50	-5.000000E-02	-1.754985E-05
-40	-4.000000E-02	-1.405052E-05
-30	-3.000000E-02	-1.054927E-05
-20	-2.000000E-02	-7.055716E-06
-10	-1.000000E-02	-3.549829E-06
0	+0.000000E+00	-4.781635E-08
10	+1.000000E-02	+3.488049E-06
20	+2.000000E-02	+6.991997E-06
30	+3.000000E-02	+1.048674E-05
40	+4.000000E-02	+1.398744E-05
50	+5.000000E-02	+1.748796E-05
60	+6.000000E-02	+2.098866E-05
70	+7.000000E-02	+2.448837E-05
80	+8.000000E-02	+2.798872E-05
90	+9.000000E-02	+3.148884E-05
100	+1.000000E-01	+3.498959E-05
