25.11.2022
11:16

U	U_rueck	I
mV	V	A

-100	-1.000000E-01	-3.588790E-05
-95	-9.500000E-02	-3.409613E-05
-90	-9.000000E-02	-3.230304E-05
-85	-8.500000E-02	-3.051202E-05
-80	-8.000000E-02	-2.872009E-05
-75	-7.500000E-02	-2.692800E-05
-70	-7.000000E-02	-2.513643E-05
-65	-6.500000E-02	-2.334374E-05
-60	-6.000000E-02	-2.155049E-05
-55	-5.500000E-02	-1.975905E-05
-50	-5.000000E-02	-1.796727E-05
-45	-4.500000E-02	-1.617494E-05
-40	-4.000000E-02	-1.438351E-05
-35	-3.500000E-02	-1.259170E-05
-30	-3.000000E-02	-1.079851E-05
-25	-2.500000E-02	-9.015790E-06
-20	-2.000000E-02	-7.223034E-06
-15	-1.500000E-02	-5.428833E-06
-10	-1.000000E-02	-3.633230E-06
-5	-5.000000E-03	-1.838167E-06
0	+0.000000E+00	-4.632044E-08
5	+5.000000E-03	+1.780604E-06
10	+1.000000E-02	+3.574288E-06
15	+1.500000E-02	+5.367444E-06
20	+2.000000E-02	+7.161011E-06
25	+2.500000E-02	+8.954312E-06
30	+3.000000E-02	+1.073862E-05
35	+3.500000E-02	+1.253075E-05
40	+4.000000E-02	+1.432218E-05
45	+4.500000E-02	+1.611478E-05
50	+5.000000E-02	+1.790696E-05
55	+5.500000E-02	+1.969903E-05
60	+6.000000E-02	+2.149086E-05
65	+6.500000E-02	+2.328311E-05
70	+7.000000E-02	+2.507470E-05
75	+7.500000E-02	+2.686566E-05
80	+8.000000E-02	+2.865803E-05
85	+8.500000E-02	+3.044980E-05
90	+9.000000E-02	+3.224213E-05
95	+9.500000E-02	+3.403298E-05
100	+1.000000E-01	+3.582443E-05
