25.11.2022
11:25

U	U_rueck	I
mV	V	A

-100	-1.000000E-01	-3.593404E-05
-95	-9.500000E-02	-3.413871E-05
-90	-9.000000E-02	-3.234336E-05
-85	-8.500000E-02	-3.055050E-05
-80	-8.000000E-02	-2.875615E-05
-75	-7.500000E-02	-2.696223E-05
-70	-7.000000E-02	-2.516680E-05
-65	-6.500000E-02	-2.337342E-05
-60	-6.000000E-02	-2.157852E-05
-55	-5.500000E-02	-1.978373E-05
-50	-5.000000E-02	-1.799014E-05
-45	-4.500000E-02	-1.619547E-05
-40	-4.000000E-02	-1.440056E-05
-35	-3.500000E-02	-1.260753E-05
-30	-3.000000E-02	-1.081320E-05
-25	-2.500000E-02	-9.027800E-06
-20	-2.000000E-02	-7.232216E-06
-15	-1.500000E-02	-5.435835E-06
-10	-1.000000E-02	-3.637722E-06
-5	-5.000000E-03	-1.840597E-06
0	+0.000000E+00	-4.644270E-08
5	+5.000000E-03	+1.782506E-06
10	+1.000000E-02	+3.579348E-06
15	+1.500000E-02	+5.373919E-06
20	+2.000000E-02	+7.170185E-06
25	+2.500000E-02	+8.965667E-06
30	+3.000000E-02	+1.075278E-05
35	+3.500000E-02	+1.254690E-05
40	+4.000000E-02	+1.434117E-05
45	+4.500000E-02	+1.613567E-05
50	+5.000000E-02	+1.793068E-05
55	+5.500000E-02	+1.972593E-05
60	+6.000000E-02	+2.152001E-05
65	+6.500000E-02	+2.331308E-05
70	+7.000000E-02	+2.510752E-05
75	+7.500000E-02	+2.690186E-05
80	+8.000000E-02	+2.869559E-05
85	+8.500000E-02	+3.049009E-05
90	+9.000000E-02	+3.228364E-05
95	+9.500000E-02	+3.407815E-05
100	+1.000000E-01	+3.587131E-05
