25.11.2022
11:24

U	U_rueck	I
mV	V	A

-100	-1.000000E-01	-3.592758E-05
-95	-9.500000E-02	-3.413278E-05
-90	-9.000000E-02	-3.233818E-05
-85	-8.500000E-02	-3.054559E-05
-80	-8.000000E-02	-2.875136E-05
-75	-7.500000E-02	-2.695737E-05
-70	-7.000000E-02	-2.516394E-05
-65	-6.500000E-02	-2.337027E-05
-60	-6.000000E-02	-2.157435E-05
-55	-5.500000E-02	-1.978063E-05
-50	-5.000000E-02	-1.798663E-05
-45	-4.500000E-02	-1.619263E-05
-40	-4.000000E-02	-1.439925E-05
-35	-3.500000E-02	-1.260595E-05
-30	-3.000000E-02	-1.081033E-05
-25	-2.500000E-02	-9.025780E-06
-20	-2.000000E-02	-7.231344E-06
-15	-1.500000E-02	-5.434245E-06
-10	-1.000000E-02	-3.637449E-06
-5	-5.000000E-03	-1.840563E-06
0	+0.000000E+00	-4.705706E-08
5	+5.000000E-03	+1.783076E-06
10	+1.000000E-02	+3.579158E-06
15	+1.500000E-02	+5.374010E-06
20	+2.000000E-02	+7.170169E-06
25	+2.500000E-02	+8.964453E-06
30	+3.000000E-02	+1.075133E-05
35	+3.500000E-02	+1.254648E-05
40	+4.000000E-02	+1.433965E-05
45	+4.500000E-02	+1.613325E-05
50	+5.000000E-02	+1.792667E-05
55	+5.500000E-02	+1.972176E-05
60	+6.000000E-02	+2.151509E-05
65	+6.500000E-02	+2.330966E-05
70	+7.000000E-02	+2.510283E-05
75	+7.500000E-02	+2.689722E-05
80	+8.000000E-02	+2.868991E-05
85	+8.500000E-02	+3.048469E-05
90	+9.000000E-02	+3.227838E-05
95	+9.500000E-02	+3.407164E-05
100	+1.000000E-01	+3.586505E-05
