10.11.2022
10:23

U	U_rueck	I
mV	V	A

-100	-1.000000E-01	-4.428513E-05
-90	-9.000000E-02	-3.986078E-05
-80	-8.000000E-02	-3.544002E-05
-70	-7.000000E-02	-3.101831E-05
-60	-6.000000E-02	-2.659437E-05
-50	-5.000000E-02	-2.217298E-05
-40	-4.000000E-02	-1.775084E-05
-30	-3.000000E-02	-1.332735E-05
-20	-2.000000E-02	-8.917723E-06
-10	-1.000000E-02	-4.487240E-06
0	+0.000000E+00	-6.183733E-08
10	+1.000000E-02	+4.408217E-06
20	+2.000000E-02	+8.834376E-06
30	+3.000000E-02	+1.324842E-05
40	+4.000000E-02	+1.767101E-05
50	+5.000000E-02	+2.209296E-05
60	+6.000000E-02	+2.651659E-05
70	+7.000000E-02	+3.093721E-05
80	+8.000000E-02	+3.535898E-05
90	+9.000000E-02	+3.978141E-05
100	+1.000000E-01	+4.420186E-05
