25.11.2022
11:06

U	U_rueck	I
mV	V	A

-100	-1.000000E-01	-4.516547E-05
-95	-9.500000E-02	-4.290953E-05
-90	-9.000000E-02	-4.065400E-05
-85	-8.500000E-02	-3.839998E-05
-80	-8.000000E-02	-3.614437E-05
-75	-7.500000E-02	-3.388973E-05
-70	-7.000000E-02	-3.163501E-05
-65	-6.500000E-02	-2.937978E-05
-60	-6.000000E-02	-2.712207E-05
-55	-5.500000E-02	-2.486786E-05
-50	-5.000000E-02	-2.261238E-05
-45	-4.500000E-02	-2.035694E-05
-40	-4.000000E-02	-1.810139E-05
-35	-3.500000E-02	-1.584779E-05
-30	-3.000000E-02	-1.359120E-05
-25	-2.500000E-02	-1.133506E-05
-20	-2.000000E-02	-9.093643E-06
-15	-1.500000E-02	-6.834757E-06
-10	-1.000000E-02	-4.573931E-06
-5	-5.000000E-03	-2.315206E-06
0	+0.000000E+00	-6.055017E-08
5	+5.000000E-03	+2.241407E-06
10	+1.000000E-02	+4.498489E-06
15	+1.500000E-02	+6.755086E-06
20	+2.000000E-02	+9.013560E-06
25	+2.500000E-02	+1.125749E-05
30	+3.000000E-02	+1.351537E-05
35	+3.500000E-02	+1.577092E-05
40	+4.000000E-02	+1.802522E-05
45	+4.500000E-02	+2.028011E-05
50	+5.000000E-02	+2.253479E-05
55	+5.500000E-02	+2.479161E-05
60	+6.000000E-02	+2.704613E-05
65	+6.500000E-02	+2.930214E-05
70	+7.000000E-02	+3.155656E-05
75	+7.500000E-02	+3.381150E-05
80	+8.000000E-02	+3.606617E-05
85	+8.500000E-02	+3.832175E-05
90	+9.000000E-02	+4.057603E-05
95	+9.500000E-02	+4.283068E-05
100	+1.000000E-01	+4.508429E-05
